timestamp,customer_id,amount
2023-01-01 10:50:21,CUST006512,809.25
2023-01-01 10:57:29,CUST004201,684.69
2023-01-01 11:02:33,CUST002434,677.11
2023-01-01 11:02:35,CUST007701,298.0
2023-01-01 11:07:46,CUST008214,143.01
2023-01-01 11:09:12,CUST001285,222.21
2023-01-01 11:09:37,CUST008222,26.0
2023-01-01 11:20:55,CUST008159,518.45
2023-01-01 11:26:55,CUST006430,855.78
2023-01-01 11:31:35,CUST004319,994.01
2023-01-01 11:32:37,CUST003965,918.54
2023-01-01 11:39:19,CUST000415,185.82
2023-01-01 11:39:50,CUST005762,480.3
2023-01-01 11:40:31,CUST005087,253.61
2023-01-01 11:42:41,CUST008236,195.96
2023-01-01 11:55:19,CUST001232,702.1
2023-01-01 11:55:33,CUST007904,293.51
2023-01-01 11:59:30,CUST000980,451.68
2023-01-01 12:04:24,CUST009914,145.25
2023-01-01 12:07:52,CUST001574,633.1
2023-01-01 12:11:26,CUST005980,176.7
2023-01-01 12:14:30,CUST008564,116.4
2023-01-01 12:23:13,CUST009588,83.96
2023-01-01 12:27:55,CUST002601,169.28
2023-01-01 12:31:26,CUST008122,197.75
2023-01-01 12:35:16,CUST000668,664.81
2023-01-01 12:39:34,CUST005959,692.01
2023-01-01 12:40:58,CUST005249,197.7
2023-01-01 12:43:27,CUST009001,542.99
2023-01-01 12:47:09,CUST007665,530.86
2023-01-01 12:47:52,CUST004918,295.65
2023-01-01 12:51:25,CUST005286,806.6
2023-01-01 12:53:13,CUST004446,858.32
2023-01-01 12:53:31,CUST006050,423.97
2023-01-01 12:56:08,CUST003534,38.94
2023-01-01 13:11:10,CUST004171,113.6
2023-01-01 13:18:23,CUST006671,295.58
2023-01-01 13:19:56,CUST001236,452.63
2023-01-01 13:20:18,CUST005773,724.4
2023-01-01 13:23:53,CUST004165,711.54
2023-01-01 13:29:39,CUST008859,268.22
2023-01-01 13:30:14,CUST000725,154.61
2023-01-01 13:46:16,CUST007723,983.78
2023-01-01 13:49:55,CUST009500,661.78
2023-01-01 13:54:41,CUST002872,509.59
2023-01-01 13:58:30,CUST009274,544.73
2023-01-01 14:03:48,CUST007477,870.71
2023-01-01 14:08:54,CUST004159,451.15
2023-01-01 14:09:36,CUST001859,583.75
2023-01-01 14:12:34,CUST005500,316.44
2023-01-01 14:15:44,CUST002089,315.0
2023-01-01 14:31:34,CUST000316,904.33
2023-01-01 14:34:33,CUST009103,206.04
2023-01-01 14:38:17,CUST005242,739.36
2023-01-01 14:42:05,CUST000308,795.16
2023-01-01 14:45:26,CUST001586,310.45
2023-01-01 14:49:06,CUST004412,315.31
2023-01-01 14:53:07,CUST002968,906.84
2023-01-01 15:01:26,CUST003915,321.1
2023-01-01 15:02:15,CUST006015,803.98
2023-01-01 15:03:58,CUST004069,618.01
2023-01-01 15:07:23,CUST001929,629.18
2023-01-01 15:20:44,CUST009702,510.38
2023-01-01 15:26:44,CUST008371,446.58
2023-01-01 15:27:27,CUST003675,732.5
2023-01-01 15:31:36,CUST005688,314.51
2023-01-01 15:41:18,CUST000461,120.53
2023-01-01 15:41:55,CUST005775,547.75
2023-01-01 15:43:13,CUST005058,360.44
2023-01-01 15:43:45,CUST000827,99.64
2023-01-01 15:44:46,CUST009062,398.64
2023-01-01 15:52:55,CUST005895,23.35
2023-01-01 15:54:58,CUST008613,61.75
2023-01-01 16:05:55,CUST009694,255.82
2023-01-01 16:08:17,CUST009235,299.11
2023-01-01 16:24:42,CUST000877,265.86
2023-01-01 16:24:58,CUST005836,863.02
2023-01-01 16:35:53,CUST003823,850.02
2023-01-01 16:36:08,CUST009555,212.18
2023-01-01 16:39:58,CUST008927,705.64
2023-01-01 16:52:49,CUST006585,306.71
2023-01-01 16:56:54,CUST001911,719.26
2023-01-01 16:58:52,CUST006783,406.75
2023-01-01 17:03:24,CUST007038,754.28
2023-01-01 17:17:42,CUST009016,741.6
2023-01-01 17:20:59,CUST001425,768.31
2023-01-01 17:25:06,CUST002435,523.52
2023-01-01 17:25:11,CUST000488,221.93
2023-01-01 17:30:41,CUST003464,590.73
2023-01-01 17:30:58,CUST008127,248.56
2023-01-01 17:36:22,CUST004215,837.89
2023-01-01 17:43:19,CUST006051,422.19
2023-01-01 17:44:27,CUST009068,623.84
2023-01-01 17:48:47,CUST006516,851.0
2023-01-01 17:50:32,CUST005953,994.31
2023-01-01 17:59:24,CUST009440,824.24
2023-01-01 18:00:48,CUST002264,30.78
2023-01-01 18:04:08,CUST007658,636.97
2023-01-01 18:14:19,CUST008281,311.88
2023-01-01 18:15:25,CUST006650,469.34
2023-01-01 18:26:24,CUST008333,160.02
2023-01-01 18:27:46,CUST009005,289.89
2023-01-01 18:39:04,CUST008637,375.82
2023-01-01 18:40:06,CUST000862,270.36
2023-01-01 18:53:43,CUST001984,980.0
2023-01-01 18:54:36,CUST006973,912.72
2023-01-01 19:00:59,CUST003499,329.24
2023-01-01 19:02:16,CUST001186,123.1
2023-01-01 19:11:05,CUST008863,813.87
2023-01-01 19:11:37,CUST002396,952.8
2023-01-01 19:12:36,CUST000898,966.37
2023-01-01 19:23:23,CUST003476,133.95
2023-01-01 19:31:52,CUST009967,702.53
2023-01-01 19:37:39,CUST003900,717.72
2023-01-01 19:49:11,CUST005131,788.67
2023-01-01 19:50:26,CUST003841,45.99
2023-01-01 19:54:18,CUST004281,462.88
2023-01-01 20:06:21,CUST002212,273.13
2023-01-01 20:07:20,CUST000829,926.22
2023-01-01 20:07:20,CUST008617,435.75
2023-01-01 20:08:01,CUST001166,815.33
2023-01-01 20:17:04,CUST008504,105.16
2023-01-01 20:25:20,CUST004098,616.77
2023-01-01 20:31:35,CUST008971,916.06
2023-01-01 20:31:38,CUST009747,618.23
2023-01-01 20:32:33,CUST005277,994.62
2023-01-01 20:37:48,CUST001863,990.53
2023-01-01 20:37:57,CUST006246,167.8
2023-01-01 20:43:03,CUST006358,149.81
2023-01-01 20:45:17,CUST007883,801.03
2023-01-01 20:49:35,CUST000423,240.85
2023-01-01 20:49:46,CUST007429,77.8
2023-01-01 20:51:50,CUST001185,148.45
2023-01-01 20:56:00,CUST004087,915.35
2023-01-01 20:57:49,CUST007648,269.35
2023-01-01 20:58:15,CUST007764,770.81
2023-01-01 21:02:38,CUST000160,338.44
2023-01-01 21:03:17,CUST005302,872.02
2023-01-01 21:14:31,CUST004489,758.13
2023-01-01 21:18:27,CUST008080,910.43
2023-01-01 21:18:51,CUST008855,249.96
2023-01-01 21:19:56,CUST001089,435.63
2023-01-01 21:20:22,CUST007815,620.89
2023-01-01 21:21:23,CUST003715,481.6
2023-01-01 21:31:49,CUST008921,215.32
2023-01-01 21:32:18,CUST005804,97.59
2023-01-01 22:02:03,CUST005487,447.05
2023-01-01 22:03:01,CUST000272,314.67
2023-01-01 22:03:37,CUST001090,962.04
2023-01-01 22:07:44,CUST005962,892.29
2023-01-01 22:11:01,CUST009841,754.37
2023-01-01 22:12:00,CUST001989,613.53
2023-01-01 22:15:38,CUST006279,224.04
2023-01-01 22:27:49,CUST000338,467.59
2023-01-01 22:31:49,CUST000135,571.32
2023-01-01 22:35:37,CUST002198,549.26
2023-01-01 22:36:49,CUST008329,193.97
2023-01-01 22:43:03,CUST005827,926.65
2023-01-01 22:48:15,CUST006390,267.73
2023-01-01 22:55:11,CUST002366,958.58
2023-01-01 22:56:59,CUST001151,427.02
2023-01-01 23:01:57,CUST007306,280.84
2023-01-01 23:03:42,CUST007096,898.38
2023-01-01 23:07:31,CUST002752,829.85
2023-01-01 23:09:27,CUST009118,8.38
2023-01-01 23:12:04,CUST007546,633.64
2023-01-01 23:13:06,CUST004110,426.75
2023-01-01 23:18:31,CUST008682,953.05
2023-01-01 23:19:37,CUST008646,904.31
2023-01-01 23:24:09,CUST008596,709.69
2023-01-01 23:26:12,CUST001465,849.11
2023-01-01 23:28:08,CUST006312,787.2
2023-01-01 23:32:03,CUST002359,521.2
2023-01-01 23:40:41,CUST008504,397.44
2023-01-01 23:44:17,CUST005908,694.19
2023-01-01 23:44:53,CUST007440,105.67
2023-01-01 23:45:16,CUST005100,712.47
2023-01-01 23:48:06,CUST004776,731.77
2023-01-01 23:48:58,CUST004986,362.84
2023-01-01 23:49:35,CUST005395,73.8
2023-01-01 23:50:39,CUST003000,360.98
2023-01-02 00:05:43,CUST006436,83.02
2023-01-02 00:07:54,CUST006334,592.75
2023-01-02 00:11:41,CUST009028,196.21
2023-01-02 00:12:44,CUST004828,446.1
2023-01-02 00:22:04,CUST001701,947.4
2023-01-02 00:23:17,CUST001003,759.17
2023-01-02 00:31:33,CUST007003,736.22
2023-01-02 00:39:20,CUST000531,837.74
2023-01-02 00:40:37,CUST005021,178.95
2023-01-02 00:45:05,CUST002057,854.22
2023-01-02 00:50:29,CUST002228,666.64
2023-01-02 01:09:11,CUST004398,39.86
2023-01-02 01:09:31,CUST004765,586.03
2023-01-02 01:21:40,CUST004923,472.69
2023-01-02 01:33:57,CUST003622,879.91
2023-01-02 01:39:45,CUST008166,778.69
2023-01-02 01:46:36,CUST008594,344.78
2023-01-02 01:47:46,CUST000940,951.61
2023-01-02 01:51:46,CUST004567,241.28
2023-01-02 01:52:01,CUST004910,682.15
2023-01-02 02:01:44,CUST003058,323.89
2023-01-02 02:07:20,CUST008154,556.33
2023-01-02 02:11:39,CUST008734,150.6
2023-01-02 02:43:30,CUST000400,372.68
2023-01-02 02:54:33,CUST004656,114.97
2023-01-02 02:54:44,CUST003451,197.35
2023-01-02 02:58:42,CUST001473,873.05
2023-01-02 02:59:26,CUST000384,928.26
2023-01-02 03:06:14,CUST002741,910.11
2023-01-02 03:23:35,CUST007816,453.38
2023-01-02 03:27:18,CUST004061,693.43
2023-01-02 03:29:55,CUST003207,539.62
2023-01-02 03:30:35,CUST002701,896.02
2023-01-02 03:37:10,CUST009753,319.19
2023-01-02 03:42:22,CUST007596,552.68
2023-01-02 03:47:58,CUST003895,537.44
2023-01-02 03:50:18,CUST009309,94.13
2023-01-02 03:52:08,CUST005345,402.92
2023-01-02 03:53:13,CUST006612,408.7
2023-01-02 03:55:26,CUST007277,87.07
2023-01-02 03:58:00,CUST007424,326.93
2023-01-02 03:59:34,CUST005649,472.27
2023-01-02 04:23:52,CUST004189,340.6
2023-01-02 04:26:45,CUST007549,507.39
2023-01-02 04:33:34,CUST001060,71.2
2023-01-02 04:49:04,CUST007269,590.57
2023-01-02 04:55:12,CUST002036,121.9
2023-01-02 04:57:29,CUST008565,231.83
2023-01-02 05:02:07,CUST009349,61.59
2023-01-02 05:02:40,CUST003299,187.72
2023-01-02 05:04:21,CUST001785,475.64
2023-01-02 05:06:05,CUST000700,927.04
2023-01-02 05:08:23,CUST001930,433.97
2023-01-02 05:15:47,CUST006176,81.68
2023-01-02 05:47:10,CUST000500,574.75
2023-01-02 05:48:31,CUST007986,248.14
2023-01-02 05:51:44,CUST005021,994.48
2023-01-02 05:57:01,CUST002931,666.78
2023-01-02 05:57:51,CUST003931,532.17
2023-01-02 06:01:58,CUST004049,271.89
2023-01-02 06:15:35,CUST003543,622.41
2023-01-02 06:25:32,CUST002273,803.66
2023-01-02 06:25:34,CUST001078,775.3
2023-01-02 06:28:54,CUST001997,575.64
2023-01-02 06:36:20,CUST004849,345.48
2023-01-02 06:36:51,CUST000078,758.72
2023-01-02 06:37:18,CUST005659,746.95
2023-01-02 06:39:35,CUST009380,106.47
2023-01-02 06:42:11,CUST000097,122.7
2023-01-02 06:43:56,CUST005702,781.33
2023-01-02 06:50:23,CUST006665,270.66
2023-01-02 06:54:11,CUST009715,959.68
2023-01-02 06:59:52,CUST004455,959.59
2023-01-02 07:14:37,CUST009976,234.64
2023-01-02 07:15:56,CUST007096,818.85
2023-01-02 07:17:47,CUST005656,869.86
2023-01-02 07:25:42,CUST005486,331.64
2023-01-02 07:25:56,CUST009270,213.06
2023-01-02 07:29:33,CUST001290,838.47
2023-01-02 07:32:09,CUST000190,267.5
2023-01-02 07:39:41,CUST003739,842.93
2023-01-02 07:48:33,CUST002993,73.97
2023-01-02 07:53:07,CUST001589,754.7
2023-01-02 07:57:58,CUST006149,724.55
2023-01-02 08:05:03,CUST003084,455.67
2023-01-02 08:06:15,CUST009650,717.7
2023-01-02 08:09:36,CUST007058,29.12
2023-01-02 08:10:42,CUST009800,808.68
2023-01-02 08:14:19,CUST006726,482.17
2023-01-02 08:20:35,CUST000651,177.15
2023-01-02 08:27:14,CUST006140,189.17
2023-01-02 08:27:55,CUST000729,181.95
2023-01-02 08:28:21,CUST008257,521.93
2023-01-02 08:31:17,CUST005226,959.45
2023-01-02 08:33:02,CUST005115,85.35
2023-01-02 08:39:50,CUST007125,503.56
2023-01-02 08:41:31,CUST000112,145.2
2023-01-02 08:46:43,CUST000531,268.83
2023-01-02 08:47:56,CUST000674,828.76
2023-01-02 08:54:34,CUST006770,497.74
2023-01-02 09:05:58,CUST002594,402.36
2023-01-02 09:09:48,CUST006224,387.55
2023-01-02 09:13:29,CUST003791,131.07
2023-01-02 09:14:34,CUST002198,948.49
2023-01-02 09:14:51,CUST006575,954.04
2023-01-02 09:24:54,CUST007739,300.65
2023-01-02 09:25:46,CUST005125,487.19
2023-01-02 09:31:03,CUST009766,546.57
2023-01-02 09:33:03,CUST008716,450.16
2023-01-02 09:34:48,CUST004216,815.35
2023-01-02 09:38:28,CUST005502,793.97
2023-01-02 09:49:48,CUST000272,481.91
2023-01-02 09:54:52,CUST000040,629.02
2023-01-02 09:58:03,CUST003330,557.83
2023-01-02 09:58:29,CUST008423,349.12
2023-01-02 10:01:21,CUST003013,800.88
2023-01-02 10:08:31,CUST008736,764.1
2023-01-02 10:13:32,CUST006931,535.02
2023-01-02 10:22:37,CUST003497,273.78
2023-01-02 10:22:51,CUST006782,236.79
2023-01-02 10:23:26,CUST001551,210.64
2023-01-02 10:32:05,CUST001927,668.95
2023-01-02 10:32:28,CUST005932,728.96
2023-01-02 10:35:54,CUST005476,891.66
2023-01-02 10:36:52,CUST004689,498.3
2023-01-02 10:37:29,CUST004877,756.06
2023-01-02 10:38:46,CUST006259,440.11
2023-01-02 10:42:12,CUST000749,904.77
2023-01-02 10:42:15,CUST006089,478.75
2023-01-02 10:46:13,CUST008201,181.12
2023-01-02 10:52:34,CUST005960,230.04
2023-01-02 10:57:24,CUST000282,416.44
2023-01-02 11:13:51,CUST005816,259.03
2023-01-02 11:19:43,CUST008745,749.91
2023-01-02 11:21:04,CUST003704,361.6
2023-01-02 11:26:34,CUST001169,24.25
2023-01-02 11:27:07,CUST004329,430.15
2023-01-02 11:38:49,CUST008674,297.34
2023-01-02 11:42:35,CUST005419,853.76
2023-01-02 11:44:17,CUST006267,313.81
2023-01-02 11:50:22,CUST005895,253.9
2023-01-02 11:57:32,CUST000604,295.35
2023-01-02 11:58:54,CUST002249,189.14
2023-01-02 11:59:12,CUST002220,52.22
2023-01-02 12:03:32,CUST003056,693.97
2023-01-02 12:11:43,CUST002093,959.65
2023-01-02 12:15:53,CUST002374,627.02
2023-01-02 12:18:50,CUST007425,642.72
2023-01-02 12:37:39,CUST006862,541.75
2023-01-02 12:52:06,CUST004544,646.45
2023-01-02 12:57:25,CUST009610,852.66
2023-01-02 12:57:48,CUST004757,207.48
2023-01-02 13:00:06,CUST003433,571.25
2023-01-02 13:00:52,CUST005322,669.01
2023-01-02 13:11:18,CUST007373,445.33
2023-01-02 13:11:50,CUST001326,539.63
2023-01-02 13:13:52,CUST002001,688.94
2023-01-02 13:15:05,CUST004974,861.56
2023-01-02 13:16:14,CUST000005,565.65
2023-01-02 13:18:19,CUST008155,621.54
2023-01-02 13:19:02,CUST000371,448.63
2023-01-02 13:23:05,CUST005190,994.31
2023-01-02 13:25:32,CUST007757,55.63
2023-01-02 13:25:32,CUST004243,475.4
2023-01-02 13:25:34,CUST001020,794.27
2023-01-02 13:26:43,CUST000014,108.53
2023-01-02 13:27:34,CUST006191,103.39
2023-01-02 13:29:36,CUST009006,137.07
2023-01-02 13:33:35,CUST009941,189.85
2023-01-02 13:41:54,CUST000697,157.14
2023-01-02 13:47:17,CUST005142,592.36
2023-01-02 13:52:22,CUST000073,304.74
2023-01-02 13:58:04,CUST005122,767.63
2023-01-02 13:58:33,CUST002933,217.54
2023-01-02 14:00:03,CUST004488,273.16
2023-01-02 14:03:31,CUST004941,407.63
2023-01-02 14:11:07,CUST007661,370.97
2023-01-02 14:13:04,CUST008375,663.46
2023-01-02 14:13:12,CUST002024,123.5
2023-01-02 14:19:42,CUST004004,538.37
2023-01-02 14:22:11,CUST008841,623.77
2023-01-02 14:37:13,CUST009101,577.67
2023-01-02 14:40:32,CUST008206,826.85
2023-01-02 14:44:24,CUST000183,261.3
2023-01-02 14:48:58,CUST002337,14.73
2023-01-02 14:51:56,CUST009484,86.42
2023-01-02 14:54:32,CUST009869,742.42
2023-01-02 14:59:43,CUST001069,323.9
2023-01-02 15:10:46,CUST002954,501.78
2023-01-02 15:19:25,CUST005393,508.8
2023-01-02 15:23:08,CUST005499,431.57
2023-01-02 15:45:42,CUST004058,968.81
2023-01-02 15:46:15,CUST007920,961.09
2023-01-02 15:54:08,CUST007787,626.72
2023-01-02 15:54:20,CUST007764,880.3
2023-01-02 16:24:20,CUST004789,840.32
2023-01-02 16:24:20,CUST004880,432.49
2023-01-02 16:25:04,CUST009851,103.75
2023-01-02 16:30:14,CUST004190,428.82
2023-01-02 16:34:03,CUST007018,599.63
2023-01-02 16:37:21,CUST006978,142.75
2023-01-02 16:47:22,CUST006042,857.44
2023-01-02 16:51:01,CUST007319,465.9
2023-01-02 16:53:31,CUST008320,758.19
2023-01-02 16:56:35,CUST005366,288.8
2023-01-02 17:00:41,CUST009862,623.35
2023-01-02 17:06:37,CUST002309,317.54
2023-01-02 17:08:50,CUST005745,533.82
2023-01-02 17:10:28,CUST002769,31.69
2023-01-02 17:13:49,CUST002590,799.44
2023-01-02 17:23:36,CUST002182,747.92
2023-01-02 17:41:52,CUST002853,306.75
2023-01-02 17:44:11,CUST001417,490.79
2023-01-02 17:45:10,CUST006182,253.09
2023-01-02 17:45:43,CUST005386,600.56
2023-01-02 17:46:35,CUST003425,533.62
2023-01-02 17:49:54,CUST004196,587.56
2023-01-02 17:59:09,CUST007311,836.06
2023-01-02 18:00:40,CUST008796,241.03
2023-01-02 18:02:55,CUST002889,833.53
2023-01-02 18:12:30,CUST001287,778.87
2023-01-02 18:25:35,CUST003214,915.6
2023-01-02 18:43:07,CUST002815,684.8
2023-01-02 18:44:32,CUST005451,735.43
2023-01-02 18:54:58,CUST004703,678.71
2023-01-02 18:56:56,CUST001319,734.45
2023-01-02 19:11:26,CUST001193,619.28
2023-01-02 19:15:18,CUST007568,646.17
2023-01-02 19:26:57,CUST009629,563.9
2023-01-02 19:31:13,CUST001971,547.35
2023-01-02 19:33:53,CUST006469,897.67
2023-01-02 19:36:59,CUST006287,283.8
2023-01-02 19:41:58,CUST007585,732.38
2023-01-02 19:43:49,CUST003487,622.86
2023-01-02 19:49:04,CUST009471,531.88
2023-01-02 19:55:49,CUST005776,11.17
2023-01-02 20:18:46,CUST001905,492.72
2023-01-02 20:24:36,CUST000448,341.81
2023-01-02 20:26:06,CUST007297,998.78
2023-01-02 20:32:40,CUST000598,48.53
2023-01-02 20:35:26,CUST005290,735.32
2023-01-02 20:35:46,CUST009267,356.3
2023-01-02 20:36:16,CUST001174,342.2
2023-01-02 20:39:26,CUST005236,541.04
2023-01-02 20:41:22,CUST008411,20.93
2023-01-02 20:43:48,CUST005230,272.67
2023-01-02 20:53:35,CUST007703,27.26
2023-01-02 21:03:13,CUST000869,956.08
2023-01-02 21:13:43,CUST005965,783.66
2023-01-02 21:24:17,CUST000645,691.96
2023-01-02 21:25:25,CUST009062,500.91
2023-01-02 21:35:26,CUST001771,994.65
2023-01-02 21:36:57,CUST009029,992.79
2023-01-02 21:53:46,CUST007920,370.48
2023-01-02 22:00:57,CUST009854,275.97
2023-01-02 22:06:16,CUST001808,858.13
2023-01-02 22:07:11,CUST005058,804.72
2023-01-02 22:13:57,CUST006891,430.21
2023-01-02 22:20:21,CUST008334,907.16
2023-01-02 22:23:39,CUST008655,311.81
2023-01-02 22:31:31,CUST003738,985.07
2023-01-02 22:39:38,CUST002933,882.48
2023-01-02 22:42:17,CUST005277,531.8
2023-01-02 22:44:52,CUST005462,891.12
2023-01-02 22:49:15,CUST003280,716.44
2023-01-02 22:52:43,CUST005012,51.81
2023-01-02 22:57:36,CUST007998,718.14
2023-01-02 22:58:49,CUST007971,77.39
2023-01-02 23:05:07,CUST009391,176.87
2023-01-02 23:05:57,CUST000560,918.97
2023-01-02 23:06:05,CUST001273,979.24
2023-01-02 23:07:38,CUST000192,310.12
2023-01-02 23:12:17,CUST004206,383.03
2023-01-02 23:16:15,CUST006952,739.92
2023-01-02 23:25:10,CUST007538,585.15
2023-01-02 23:26:53,CUST008213,670.01
2023-01-02 23:37:18,CUST000477,695.54
2023-01-02 23:42:12,CUST002055,102.43
2023-01-02 23:44:45,CUST005436,392.38
2023-01-02 23:56:59,CUST001357,771.32
2023-01-02 23:58:04,CUST000731,755.31
2023-01-03 00:03:53,CUST000950,510.01
2023-01-03 00:09:08,CUST005761,819.82
2023-01-03 00:13:39,CUST001924,291.04
2023-01-03 00:14:48,CUST009505,926.49
2023-01-03 00:19:27,CUST007206,519.82
2023-01-03 00:21:53,CUST006626,204.87
2023-01-03 00:27:33,CUST009370,463.46
2023-01-03 00:30:54,CUST008020,679.67
2023-01-03 00:32:39,CUST006265,718.18
2023-01-03 00:34:18,CUST003879,128.54
2023-01-03 00:44:33,CUST009726,454.28
2023-01-03 00:49:35,CUST009598,185.06
2023-01-03 00:52:20,CUST008192,14.08
2023-01-03 00:55:34,CUST008645,27.26
2023-01-03 00:56:43,CUST006489,967.47
2023-01-03 01:02:18,CUST004092,776.5
2023-01-03 01:05:46,CUST004839,666.34
2023-01-03 01:08:01,CUST002718,366.83
2023-01-03 01:11:15,CUST001571,321.56
2023-01-03 01:17:38,CUST000959,973.18
2023-01-03 01:23:08,CUST003554,531.21
2023-01-03 01:29:33,CUST001300,248.88
2023-01-03 01:30:47,CUST006284,975.43
2023-01-03 01:34:44,CUST008274,651.91
2023-01-03 01:46:23,CUST005492,533.09
2023-01-03 01:54:33,CUST007767,404.03
2023-01-03 01:55:04,CUST009458,432.45
